assieds toi !	sit down !
tout le monde est il occupe ?	is everyone busy ?
il fait plus chaud .	it s warmer .
sommes nous ici en securite ?	are we safe here ?
il l a aussi vu .	he also saw it .
pourquoi cette precipitation ?	what s the rush ?
dieu a envoye un ecriteau .	god sent a sign .
tom etait effrayant .	tom was scary .
moins une !	nice timing .
avez vous ete blesses ?	were you hurt ?
pouvons nous le prouver ?	can we prove it ?
tom vacille .	tom is stalling .
ils sont fous .	they re crazy .
voulez vous du poisson ?	do you want fish ?
tom est ici ?	is tom here ?
j y suis parvenu .	i succeeded .
il s agit d une farce .	this is a farce .
oubliez tom .	forget tom .
quiconque est il a la maison ?	anyone home ?
je serai a l heure .	i ll be on time .
etes vous dactylo ?	are you a typist ?
je ne vous ai pas vu .	i didn t see you .
entre deja !	come in already .
j ai tout vu .	i ve seen it all .
tu sembles occupee .	you seem busy .
accorde moi une chance !	give me a chance .
c est tres embarrassant .	it s very sticky .
vous semblez occupees .	you seem busy .
tom a pali .	tom turned pale .
il n y a aucun espoir .	there s no hope .
tom etouffe .	tom is choking .
est ce le votre ?	is it yours ?
je vous ai vues .	i saw you .
prenez en soin !	take care of it .
je suis au chomage .	i m unemployed .
je vous aiderai .	i ll assist you .
j ai confesse .	i confessed .
tom gemissait .	tom groaned .
etes vous detendue ?	are you relaxed ?
tu es mon heros .	you re my hero .
elle etait en train de mentir .	she was lying .
ne le faites pas !	don t do it !
tom obeira .	tom will obey .
je n ai rien .	i got nothing .
j ai tres froid .	i m very cold .
je suis tellement desolee !	i am so sorry .
je suis entre .	i went inside .
tom reste .	tom is staying .
tu es ruse .	you re crafty .
tu es perdu .	you re lost .
c est cruel .	that s cruel .
fais confiance a tom .	trust tom .
elles nous detestent .	they hate us .
ne saisis tu pas ?	don t you get it ?
essaie !	take a chance .
je deteste attendre .	i hate to wait .
j ai dit de vous asseoir .	i said sit down .
je ne plaisante pas .	i m not kidding .
il apprecia cela .	he liked that .
tu es en avance .	you are early .
reste tranquille .	keep quiet .
soyez une chic fille !	be a good girl .
les fleurs eclosent .	flowers bloom .
tu es invitee .	you re invited .
je veux ce sac .	i want this bag .
es tu raciste ?	are you racist ?
vous etes tous prets ?	are you all set ?
j ai les cles .	i have the keys .
ca ne fera pas mal .	it won t hurt .
ajuste ta cravate !	adjust your tie .
je veux le tenter .	i want to try it .
j adore l hiver .	i like winter .
il les a cassees .	he broke them .
comme vous etes grandes !	how big you are !
je suis tout a fait d accord .	i strongly agree .
sois confiant !	be confident .
personne n a repondu .	no one responded .
elle s est mise en colere .	she got angry .
soyez calmes !	be still .
j ai merde .	i messed up .
tu n es pas malade .	you re not sick .
l amour dure .	love lasts .
personne ne me l a dit .	no one told me .
es tu mon ennemi ?	are you my enemy ?
puis je voir ceci ?	can i see this ?
allez debout !	come on wake up .
j ai refuse de payer .	i refused to pay .
ne me le reproche pas .	don t blame me .
je fais souvent ceci .	i often do this .
attendez nous !	wait for us .
merci d applaudir .	please clap .
on est tellement occupes !	we re so busy .
je ne parviens pas a respirer .	i can t breathe .
tom est reste silencieux .	tom kept silent .
c etait difficile .	it was difficult .
attrapez ca !	grab this .
nous y arriverons .	we ll manage .
tom se sentait faible .	tom felt weak .
il se deteste .	he hates himself .
j etais insouciante .	i was careless .
tom m a induit en erreur .	tom misled me .
c est sans danger ici .	it s safe here .
tom s est debattu .	tom struggled .
on se grouille les filles !	hurry up girls .
ca aidera .	this ll help .
avons nous du riz ?	do we have rice ?
n aie pas peur .	don t be afraid .
j ai entendu ca .	i heard that .
je suis plutot occupe .	i m pretty busy .
continuez d essayer .	keep trying .
nous sommes intelligents .	we re smart .
je me sens bien .	i m feeling good .
montrez moi ca .	let me see that .
c etait juste .	it was fair .
nous nous faisions du souci .	we were worried .
ca m est egal .	i don t mind .
je suis beni .	i m blessed .
vous etes intrepide .	you re fearless .
nous sommes nerveuses .	we re nervous .
et pourquoi pas lundi ?	how about monday ?
tom etait serieux .	tom was serious .
taillez vous !	run for it !
tom vient de telephoner .	tom just called .
tom s est excuse .	tom apologized .
sensass !	terrific !
les chiens peuvent nager .	dogs can swim .
mon fusil est vide .	my rifle s empty .
il est photogenique .	he is photogenic .
ou est l aviron ?	where s the oar ?
ils veulent la paix .	they want peace .
maintenant je suis attriste .	now i m sad .
elles sont seules .	they are alone .
poursuivez !	go ahead !
tu es malin .	you re clever .
est ce en vente ?	is this for sale ?
faites votre lit !	make your bed .
arrete de lire .	stop reading .
tu es injuste .	you re unfair .
je suis a la plage .	i m at the beach .
j y retourne .	i m going back .
nous sommes detendues .	we re relaxed .
ca ne suffit pas .	it s not enough .
je me suis fait poignarder .	i was stabbed .
je suis musulmane .	i am a muslim .
j ai besoin d un stylo .	i need a pen .
tom est passe .	tom came by .
votre chatte est grasse .	your cat is fat .
rendez vous au magasin !	go to the store .
c etait un reve .	it was a dream .
vous etes minces .	you re thin .
je peux me gerer seul .	i pay my own way .
c est simple .	this is simple .
elles sont calmes .	they re quiet .
c est mon amie .	she s my friend .
tom est mal a l aise .	tom s uneasy .
tom pourrait parler .	tom may talk .
je me sens normale .	i feel normal .
j ai ans .	i m .
nous plaisantons .	we re kidding .
on est foutu .	we re sunk .
c est pas vrai .	that s not true .
c etait tres froid .	it was very cold .
vous le connaissez ?	do you know him ?
je suis de ton cote .	i m by your side .
je suis ton amie .	i m your friend .
comment vas tu ?	how is it going ?
mary est ma niece .	mary is my niece .
laissez moi tranquille !	leave me alone .
j ai la schcoumoune .	i m unlucky .
pourquoi revons nous ?	why do we dream ?
tranquille .	chill out .
ils m ont laisse m en aller .	they let me go .
la recree est terminee .	recess ended .
cela a l air tellement reel .	it looks so real .
elle nous aide .	she helps us .
qui est au regime ?	who s dieting ?
nous ne sommes pas contentes .	we re not happy .
je me sentais malade .	i felt ill .
est ce que tom va bien ?	is tom ok ?
tom a fait le bon choix .	tom chose well .
il est derriere moi .	he s after me .
permettez moi d y aller !	allow me to go .
c est un hors la loi .	he s an outlaw .
cassez vous .	go away .
l equipe attendait .	the team waited .
il a l air en colere .	he seems angry .
nous sommes organises .	we re organized .
peux tu lire ?	can you read ?
depeche toi !	step on it !
je suis detendue .	i m cool .
je le fis pour vous .	i did it for you .
il ne bronze pas .	he doesn t tan .
nous sommes toutes folles .	we re all crazy .
prenez tout .	get everything .
j aime l astrologie .	i like astrology .
j aime jouer au bowling .	i like bowling .
joue nous un morceau .	play us a tune .
je me suis remis .	i recovered .
moi je deteste ce boulot .	i hate this job .
il est trop tard .	it s too late .
je n en suis pas si sure !	i m not so sure .
je suis le cousin de tom .	i m tom s cousin .
je m avoue coupable .	i plead guilty .
qui a t il vu ?	who did he see ?
laissez tom se detendre .	let tom relax .
j espere que c est utile .	i hope it helps .
l hypnose ca marche .	hypnotism works .
la famille c est la famille .	family is family .
ils me tueront .	they ll kill me .
veuillez vous montrer polies .	please be polite .
il est h .	it s .
je me coupai .	i cut myself .
sont ils en mesure de nous voir ?	can they see us ?
je vais resoudre ca .	i ll solve this .
qui vous a embrasse ?	who kissed you ?
j ai perdu la face .	i lost face .
ce n est rien qu un jeu .	it s just a game .
parfait !	perfect !
c est inutile .	this is useless .
tu nous as trompes .	you betrayed us .
la votre est meilleure .	yours is better .
j en deciderai .	i ll decide .
qui m a vu ?	who saw me ?
ce n est pas naturel .	it s not natural .
il est reste silencieux .	he remained dumb .
il n est pas a la maison .	he s not home .
j ai ete contente .	i was pleased .
il faut que je change .	i have to change .
puis je payer plus tard ?	can i pay later ?
tom etait pauvre .	tom was poor .
qui veut de la gelee ?	who wants jello ?
vous en savez assez .	you know enough .
tu es grande .	you are big .
vivra t il ?	will he live ?
puis je venir ?	can i come ?
j etais demuni .	i had no money .
tu ne sais pas nager .	you can t swim .
je me suis senti impuissante .	i felt powerless .
je me suis fait verbaliser .	i got fined .
aimez vous la biere ?	do you like beer ?
je m en chargerai .	i ll handle this .
je suis heureux moi aussi .	i m happy too .
enleve ton chapeau .	remove your hat .
prends soin de toi !	take care !
j ai pris des risques .	i took risks .
tom a contribue .	tom contributed .
c est toi le professionnel .	you re the pro .
je le savais .	i knew it .
il m a fallu vous voir .	i had to see you .
fiche le camp .	get away !
ne te debats pas .	don t struggle .
ils aiment tom .	they love tom .
t as capte ?	got it ?
je suis diabetique .	i have diabetes .
je suis encore occupee .	i m still busy .
je suis ambidextre .	i m ambidextrous .
ca va .	i m ok .
essayez de faire mieux .	try harder .
qui paie ?	who s paying ?
je viendrai a dix heures .	i ll come by .
personne ne vint .	nobody came .
je veux un velo .	i want a bicycle .
venez courir avec moi .	come run with me .
fais en simplement l experience .	just try it out .
prends soin de toi !	watch yourself .
quelle horreur !	how horrible !
reprenez vos esprits !	snap out of it !
attends dehors .	wait outside .
fais court .	make it short .
laisse moi tranquille .	let me go alone .
vous etes deloyales .	you re disloyal .
il a perdu la face .	he lost face .
des annees ont passe .	years passed .
est elle a la maison ?	is she at home ?
ou est il ?	where is he ?
je vous demande pardon .	pardon me ?
on doit le laver .	it needs washing .
je suis loyal .	i m loyal .
vous etes cruelle .	you re cruel .
je n en suis pas certain .	i m not sure .
nous ne pouvons pas le faire .	we can t do it .
j apprecie cette manche .	i like this game .
je fus horrifie .	i was horrified .
demande de l aide .	call for help .
tout etait fini .	it was all done .
je lis des livres .	i read books .
j ai de l experience .	i m experienced .
aimes tu les chiens ?	do you like dogs ?
il m en doit une .	he owes me one .
enterre la .	bury it .
ca faisait du bien .	it felt good .
quelle barbarie !	how barbaric !
tom etait grand .	tom was big .
demande a tom .	ask tom .
tom est impoli .	tom is rude .
es tu en train de boire ?	are you drinking ?
c est un phenomene de mode .	it s a fad .
prenez place .	have a seat .
tom a un fils .	tom has a son .
il peut lire .	he can read .
elles sont s urs .	they re sisters .
etes vous blesse ?	are you injured ?
jetez votre arme !	drop the gun !
c est ma chaise .	that s my chair .
fuyez !	run .
je connaissais le risque .	i knew the risk .
j ai trop mange .	i ate too much .
j ai une pneumonie .	i have pneumonia .
donne moi un bisou !	give me a kiss .
je m en souvenais .	i remembered it .
j ai apporte un livre .	i brought a book .
nous sommes des hommes occupes .	we are busy men .
je ne suis pas si mauvais .	i m not that bad .
il a ete parfait .	he was perfect .
il est devenu fou .	he has gone mad .
n interromps pas !	don t interrupt .
attends la .	wait here .
prends ca .	take these .
l addition s il vous plait .	check please .
tom est extraverti .	tom is outgoing .
il en veut une .	he wants one .
ma femme etait furieuse .	my wife was mad .
jette ton arme !	drop your gun !
reposez vous ici .	rest here .
sont ils grands ?	are they tall ?
elle l a appele .	she called him .
apporte a diner !	bring a lunch .
j ai la priorite sur vous .	i outrank you .
j ai ete impressionnee .	i was impressed .
j ai besoin d un mouchoir .	i need a tissue .
je viens d egypte .	i am from egypt .
je dois y aller .	i must go .
j ai tire .	i fired .
j ai adore la piece .	i loved the play .
nous ne sommes pas fous .	we re not mad .
du calme .	lighten up .
ne touche pas a ca !	don t touch it .
je me suis mis a avoir soif .	i got thirsty .
ne tirez pas !	don t shoot .
tu es jolie .	you re pretty .
nous sommes ambitieuses .	we re ambitious .
tom est eloquent .	tom is eloquent .
vous vous etes evanouie .	you fainted .
vous paraissez fatigue .	you sound tired .
je suis vivant .	i m alive .
je suis gagnante .	i have won .
quoi de neuf ?	what is new ?
bonne annee !	happy new year !
venez avec nous .	come with us .
ce n etait pas de la chance .	it wasn t luck .
il faut que je l emporte .	i have to win .
voir ci dessous .	see below .
laissez moi m en occuper !	let me handle it .
je ne peux pas vous le permettre .	i can t let you .
je suis avec des amies .	i m with friends .
ca a failli fonctionner .	it almost worked .
